sale_id,book_id,sale_date,quantity
340,159,2024-04-25,2
341,189,2024-11-25,5
342,226,2024-04-17,3
343,399,2024-01-27,5
344,271,2024-03-04,2
345,419,2023-07-24,5
346,71,2023-09-14,1
347,329,2024-05-07,3
348,284,2023-04-16,5
349,436,2023-05-08,3
350,43,2023-06-14,3
351,231,2024-06-09,2
352,426,2024-03-23,1
353,485,2023-08-16,4
354,453,2023-12-24,1
355,213,2023-02-24,4
356,258,2024-01-18,2
357,198,2023-03-25,3
358,115,2023-01-29,3
359,477,2023-04-12,3
360,406,2023-05-30,2
361,20,2023-10-21,4
362,357,2023-05-23,4
363,230,2024-09-22,1
364,464,2023-03-23,1
365,132,2023-08-09,2
366,281,2024-09-15,5
367,217,2023-04-24,3
368,122,2023-11-05,1
369,25,2023-09-02,4
370,328,2024-09-29,4
371,33,2023-04-24,4
372,306,2024-07-02,1
373,324,2024-06-11,5
374,124,2023-05-28,3
375,220,2023-01-02,5
376,181,2023-09-04,5
377,214,2023-07-11,1
378,269,2024-01-05,1
379,489,2024-06-22,5
380,260,2024-06-03,5
381,11,2024-02-04,4
382,23,2024-10-12,4
383,192,2023-09-17,1
384,183,2023-03-11,3
385,124,2024-11-03,1
386,396,2024-08-18,3
387,69,2023-02-15,3
388,280,2023-12-13,2
389,426,2024-12-02,4
390,357,2024-05-05,2
391,416,2023-05-19,1
392,367,2024-04-13,1
393,151,2023-07-26,1
394,406,2023-07-24,1
395,162,2023-11-14,5
396,204,2024-07-10,4
397,130,2023-02-07,2
398,147,2024-01-01,1
399,444,2024-11-02,3
400,140,2023-05-08,3
401,224,2024-02-14,4
402,459,2024-01-31,3
403,499,2023-07-11,4
404,355,2024-05-24,3
405,474,2024-06-15,3
406,411,2023-03-26,4
407,41,2024-03-16,5
408,422,2023-07-04,5
409,151,2023-11-25,1
410,41,2023-12-02,3
411,157,2024-04-01,5
412,368,2024-03-12,2
413,354,2024-03-30,3
414,229,2023-02-13,3
415,315,2024-03-21,3
416,328,2023-02-28,1
417,344,2024-10-14,4
418,187,2024-06-09,2
419,488,2023-02-01,2
420,435,2024-09-14,4
421,18,2023-05-10,1
422,121,2024-10-22,3
423,186,2024-01-28,5
424,17,2024-09-11,2
425,348,2024-04-05,3
426,191,2024-03-30,1
427,294,2023-05-21,5
428,188,2024-02-12,3
429,333,2023-10-13,2
430,492,2023-04-27,1
431,377,2023-07-10,4
432,266,2024-02-01,5
433,61,2023-09-26,3
434,361,2024-04-01,2
435,314,2023-10-20,4
436,103,2023-05-06,2
437,437,2023-03-17,4
438,89,2024-12-31,4
439,45,2024-11-29,3
440,342,2023-12-22,1
441,282,2024-07-09,3
442,457,2023-11-04,2
443,365,2024-12-27,2
444,407,2024-01-06,5
445,115,2023-05-05,2
446,406,2023-05-23,2
447,405,2024-05-20,1
448,185,2024-07-21,5
449,189,2024-04-23,5
450,67,2024-09-18,1
451,34,2023-11-13,4
452,368,2024-05-05,5
453,211,2024-02-24,5
454,38,2023-05-09,3
455,329,2023-03-17,4
456,239,2024-11-27,5
457,177,2023-05-12,5
458,328,2024-08-24,2
459,394,2023-05-13,4
460,258,2023-02-26,1
461,266,2023-06-06,3
462,85,2023-06-15,3
463,479,2024-12-27,2
464,178,2024-06-15,3
465,434,2023-03-22,3
466,101,2024-10-12,5
467,141,2023-05-09,3
468,315,2024-06-30,1
469,258,2024-10-18,2
470,304,2024-08-17,2
471,88,2024-11-05,5
472,369,2024-09-11,3
473,432,2024-07-31,1
474,423,2023-01-30,1
475,24,2024-10-18,5
476,136,2024-10-28,2
477,393,2024-08-08,4
478,317,2024-10-16,1
479,255,2024-10-04,5
480,149,2024-10-19,3
481,248,2023-09-08,4
482,153,2024-04-09,1
483,353,2023-03-03,2
484,226,2024-03-01,4
485,238,2023-07-28,3
486,311,2023-05-28,3
487,442,2023-11-23,3
488,500,2024-02-13,2
489,390,2024-01-15,5
490,288,2023-04-19,3
491,124,2024-04-22,1
492,137,2024-04-05,2
493,73,2023-04-10,1
494,149,2024-01-29,5
495,215,2023-09-12,2
496,417,2023-12-02,5
497,370,2023-11-17,2
498,391,2023-06-13,4
499,264,2024-04-23,4
500,451,2023-11-12,4
501,12,2023-04-03,4
502,259,2024-04-13,2
503,111,2024-08-20,3
504,25,2023-02-21,3
505,254,2024-09-03,4
506,147,2024-07-03,1
507,434,2023-04-21,4
508,69,2023-09-28,3
509,392,2024-02-17,3
510,24,2024-02-15,1
511,292,2024-07-29,2
512,186,2024-07-20,3
513,38,2024-01-31,5
514,231,2024-07-17,3
515,423,2024-09-30,5
516,61,2023-05-12,1
517,202,2024-01-18,3
518,286,2024-01-10,2
519,102,2024-09-08,5
520,206,2024-05-27,1
521,24,2023-02-09,2
522,366,2023-12-08,4
523,266,2024-04-12,2
524,311,2024-06-11,2
525,168,2024-09-19,3
526,84,2024-02-07,5
527,379,2023-11-03,5
528,173,2024-06-03,5
529,273,2024-05-16,5
530,154,2024-05-01,1
531,189,2023-12-06,1
532,214,2024-08-20,3
533,408,2024-12-05,1
534,306,2024-04-30,3
535,496,2024-11-02,5
536,296,2023-08-22,1
537,299,2024-05-06,2
538,269,2024-10-06,5
539,397,2024-01-25,2
540,421,2024-11-28,2
541,17,2024-08-09,1
542,98,2023-01-20,4
543,161,2024-03-04,2
544,212,2024-12-08,2
545,211,2024-05-28,5
546,472,2024-04-27,1
547,362,2023-05-22,5
548,107,2024-07-28,3
549,340,2024-05-04,5
550,193,2023-11-18,2
551,236,2024-06-29,3
552,280,2023-12-29,3
553,313,2024-05-10,2
554,491,2023-09-10,3
555,286,2023-11-02,2
556,483,2023-11-01,3
557,361,2023-08-01,4
558,163,2024-05-06,3
559,287,2023-10-08,3
560,63,2024-08-10,5
561,195,2024-02-09,3
562,489,2023-05-30,3
563,22,2023-10-22,1
564,178,2024-03-28,3
565,383,2024-05-05,2
566,104,2024-07-05,3
567,478,2024-07-29,3
568,71,2023-04-22,5
569,380,2024-08-23,2
570,125,2023-02-21,5
571,116,2024-10-15,2
572,27,2023-04-13,4
573,170,2024-04-28,1
574,349,2023-05-21,1
575,494,2024-07-17,2
576,209,2024-10-30,4
577,245,2024-10-28,2
578,388,2023-10-22,3
579,147,2024-10-23,1
580,465,2023-04-02,5
581,119,2024-07-01,1
582,468,2023-06-29,4
583,452,2023-06-30,1
584,429,2024-02-11,4
585,96,2023-10-24,1
586,5,2023-11-02,5
587,309,2023-04-20,3
588,146,2024-04-10,5
589,269,2024-05-20,2
590,436,2024-05-31,4
591,140,2023-07-17,1
592,170,2023-06-16,4
593,332,2023-09-21,2
594,8,2023-12-12,3
595,291,2024-11-21,2
596,90,2024-09-17,4
597,424,2024-03-13,5
598,168,2023-03-30,4
599,343,2023-04-08,2
600,72,2024-05-03,3
601,480,2023-09-12,1
602,134,2024-01-28,2
603,229,2023-10-01,3
604,155,2024-08-19,5
605,6,2023-09-25,3
606,355,2023-08-30,1
607,342,2023-05-02,4
608,158,2023-06-13,4
609,352,2024-05-29,3
610,354,2023-05-01,3
611,189,2024-09-21,2
612,113,2023-05-17,4
613,79,2024-04-10,5
614,192,2024-03-01,5
615,468,2024-04-27,5
616,411,2024-11-11,2
617,391,2023-09-11,5
618,448,2023-03-25,5
619,229,2024-06-24,3
620,40,2024-07-31,1
621,32,2024-07-14,5
622,104,2024-08-09,5
623,77,2023-06-18,3
624,438,2024-06-16,4
625,60,2024-11-27,2
626,368,2024-08-20,4
627,47,2024-06-06,4
628,415,2023-02-26,4
629,68,2024-06-09,4
630,234,2024-07-31,1
631,287,2024-04-18,3
632,371,2023-01-23,4
633,131,2023-01-04,2
634,297,2023-03-16,1
635,217,2023-12-19,1
636,278,2023-03-03,1
637,479,2024-04-28,1
638,147,2024-02-23,2
639,394,2023-05-19,4
640,192,2024-01-27,4
641,446,2024-01-22,4
642,42,2024-11-30,5
643,69,2024-10-31,3
644,61,2023-07-02,5
645,202,2024-06-25,2
646,373,2023-08-17,1
647,388,2023-01-24,3
648,238,2024-11-20,5
649,218,2024-06-28,4
650,422,2023-08-24,2
651,236,2023-12-21,2
652,142,2023-07-13,1
653,17,2024-11-07,4
654,315,2023-01-17,2
655,106,2023-03-10,1
656,305,2023-02-04,4
657,307,2024-11-19,1
658,126,2023-02-15,4
659,225,2023-08-28,5
660,112,2023-02-27,2
661,258,2023-10-24,2
662,418,2024-08-12,3
663,296,2024-09-04,3
664,122,2023-11-06,2
665,339,2024-06-17,2
666,212,2023-11-04,3
667,32,2024-07-24,5
668,451,2023-06-29,4
669,285,2024-05-22,1
670,498,2023-12-19,4
671,403,2024-06-21,3
672,357,2024-03-02,4
673,77,2023-11-04,4
674,95,2024-07-04,4
675,124,2023-08-19,3
676,440,2024-12-25,2
677,413,2024-04-19,1
678,288,2024-02-27,4
679,286,2024-06-26,2
680,199,2023-09-06,3
681,105,2023-12-05,1
682,473,2024-04-05,3
683,48,2024-07-02,2
684,27,2023-10-02,4
685,345,2024-09-11,5
686,21,2023-03-16,2
687,412,2024-08-24,5
688,112,2024-05-05,2
689,446,2023-12-07,3
690,490,2023-01-16,2
691,480,2023-07-14,1
692,383,2024-05-05,2
693,357,2024-09-10,2
694,204,2023-09-03,5
695,165,2023-10-17,4
696,239,2024-06-30,3
697,158,2023-09-25,3
698,263,2024-05-24,4
699,51,2024-04-25,3
700,469,2023-07-28,3
701,161,2024-02-28,1
702,289,2023-08-15,2
703,9,2023-09-25,5
704,479,2024-08-21,5
705,369,2024-03-03,3
706,79,2023-07-20,3
707,118,2024-01-24,5
708,427,2023-09-09,4
709,282,2024-11-01,3
710,132,2024-05-15,4
711,236,2023-06-22,3
712,87,2023-05-24,5
713,251,2023-07-08,5
714,329,2023-03-02,5
715,18,2023-03-18,1
716,392,2023-01-07,4
717,71,2024-10-07,2
718,35,2024-12-25,2
719,5,2023-08-12,5
720,234,2024-01-18,1
721,317,2024-10-15,5
722,468,2024-05-09,4
723,9,2023-01-07,5
724,283,2024-02-26,1
725,9,2024-06-26,3
726,275,2023-10-21,1
727,258,2024-12-15,4
728,413,2023-07-03,1
729,471,2023-04-09,5
730,77,2023-09-04,2
731,318,2024-06-23,3
732,418,2023-12-29,3
733,408,2024-02-11,1
734,192,2024-02-20,4
735,290,2023-09-07,2
736,154,2024-12-01,1
737,335,2024-10-27,1
738,48,2024-02-20,4
739,194,2024-07-19,4
740,29,2024-10-14,1
741,360,2023-06-25,1
742,256,2024-03-20,3
743,290,2023-04-08,5
744,471,2023-02-13,2
745,109,2024-12-09,5
746,244,2023-10-05,1
747,474,2023-03-18,3
748,461,2024-07-10,5
749,337,2023-02-03,2
750,476,2023-11-19,1
751,493,2023-08-01,5
752,74,2024-12-30,4
753,476,2023-03-20,3
754,84,2024-07-31,2
755,291,2024-02-03,5
756,170,2024-01-29,2
757,405,2024-12-06,1
758,257,2023-12-21,1
759,51,2024-03-23,2
760,430,2023-03-19,3
761,310,2024-09-20,5
762,204,2023-12-01,1
763,325,2023-10-07,4
764,252,2023-08-22,3
765,284,2024-01-20,4
766,96,2024-11-27,5
767,339,2024-01-25,1
768,396,2024-09-25,3
769,409,2023-09-10,1
770,43,2023-10-02,2
771,195,2024-12-29,2
772,379,2024-02-03,3
773,185,2023-04-20,1
774,3,2023-11-12,4
775,185,2023-10-04,1
776,68,2023-03-31,2
777,221,2024-04-04,5
778,285,2024-06-08,4
779,53,2023-01-27,1
780,182,2024-07-21,1
781,306,2024-09-04,3
782,443,2024-01-30,1
783,150,2024-02-28,4
784,399,2023-03-28,5
785,464,2023-09-06,5
786,267,2023-06-23,4
787,87,2023-05-23,3
788,155,2023-10-02,4
789,75,2023-03-06,2
790,223,2023-10-10,4
791,154,2024-05-10,1
792,185,2023-09-15,2
793,370,2024-10-02,4
794,305,2024-09-23,2
795,235,2023-04-20,2
796,156,2023-01-07,4
797,171,2024-09-27,4
798,412,2023-12-04,4
799,172,2024-03-16,5
800,70,2023-11-04,3
801,309,2024-12-12,2
802,246,2023-11-18,2
803,494,2024-02-12,3
804,150,2024-12-12,4
805,496,2024-08-12,2
806,167,2024-01-21,3
807,419,2024-02-07,3
808,59,2024-07-31,2
809,304,2024-07-12,2
810,350,2024-07-17,1
811,488,2024-04-17,2
812,225,2023-10-26,1
813,420,2024-02-23,4
814,72,2024-10-10,3
815,124,2023-09-16,2
816,367,2024-03-09,4
817,38,2024-04-04,5
818,246,2024-08-19,4
819,274,2024-06-02,4
820,279,2023-02-07,3
821,360,2024-07-03,5
822,327,2023-03-29,1
823,394,2023-09-12,3
824,86,2024-10-24,5
825,23,2024-07-30,4
826,496,2023-12-06,4
827,55,2023-01-11,1
828,133,2023-08-16,5
829,383,2024-06-15,5
830,298,2024-12-05,5
831,114,2024-04-01,3
832,201,2024-04-19,5
833,354,2024-05-27,2
834,177,2023-01-26,4
835,54,2023-10-30,4
836,472,2023-03-29,1
837,426,2023-05-26,3
838,160,2023-12-18,4
839,402,2023-07-31,5
840,248,2023-12-23,4
841,50,2024-03-24,4
842,164,2023-03-10,3
843,23,2024-12-28,1
844,12,2023-12-18,1
845,347,2023-06-18,2
846,265,2023-06-28,5
847,82,2023-12-05,5
848,219,2024-04-18,2
849,409,2024-02-19,2
850,96,2024-10-17,4
851,203,2023-01-30,5
852,453,2023-07-22,4
853,304,2024-03-15,4
854,3,2024-12-22,2
855,106,2023-10-13,1
856,296,2023-04-15,5
857,96,2024-01-10,3
858,101,2024-04-13,1
859,135,2024-11-17,4
860,271,2024-10-16,3
861,306,2024-02-02,5
862,201,2024-08-24,1
863,179,2023-12-27,4
864,317,2023-06-26,3
865,471,2024-09-21,5
866,44,2024-11-19,2
867,161,2023-05-01,2
868,157,2023-04-30,2
869,192,2024-12-11,2
870,262,2024-02-02,4
871,306,2023-05-22,5
872,197,2024-03-09,2
873,250,2024-10-12,5
874,356,2024-10-22,2
875,285,2023-06-20,4
876,148,2023-05-24,2
877,162,2024-04-06,5
878,28,2024-01-03,1
879,249,2023-05-20,2
880,418,2024-01-29,5
881,259,2024-10-30,4
882,210,2024-12-02,4
883,213,2024-12-28,4
884,251,2023-06-21,1
885,290,2023-02-01,2
886,150,2023-02-03,3
887,116,2024-07-04,3
888,87,2024-04-13,5
889,381,2024-05-22,5
890,262,2023-04-26,5
891,59,2023-10-02,5
892,422,2024-01-11,5
893,422,2023-02-12,4
894,280,2023-08-12,4
895,53,2024-10-31,2
896,153,2023-02-03,4
897,135,2023-12-23,1
898,225,2023-05-01,2
899,108,2024-08-25,3
900,441,2024-12-28,5
901,324,2024-03-14,2
902,316,2023-05-23,2
903,417,2023-07-31,1
904,292,2023-12-26,5
905,144,2024-09-03,5
906,87,2023-11-28,3
907,149,2024-08-09,3
908,488,2024-06-10,1
909,70,2024-02-26,1
910,142,2024-11-02,2
911,360,2023-05-16,2
912,75,2024-12-29,3
913,425,2023-09-11,4
914,251,2023-05-26,5
915,324,2023-10-03,4
916,193,2024-04-07,1
917,325,2023-04-06,4
918,264,2023-10-12,3
919,233,2024-05-14,3
920,298,2023-01-03,1
921,375,2024-04-14,3
922,436,2023-03-06,5
923,204,2023-08-12,4
924,423,2023-08-05,4
925,138,2023-11-27,3
926,173,2024-07-14,5
927,67,2024-08-02,4
928,404,2023-12-18,1
929,24,2023-04-12,4
930,9,2023-05-08,2
931,226,2024-04-12,1
932,491,2024-03-14,2
933,353,2023-05-16,3
934,82,2023-10-08,1
935,336,2024-01-05,3
936,43,2024-01-16,2
937,27,2024-02-10,3
938,372,2024-12-17,2
939,220,2024-11-02,1
940,361,2023-04-08,1
941,110,2024-05-03,1
942,68,2024-08-30,2
943,266,2024-11-27,4
944,5,2023-01-09,3
945,419,2023-05-04,4
946,356,2023-05-16,4
947,37,2023-08-23,4
948,46,2023-04-15,1
949,161,2024-01-12,3
950,71,2024-01-27,2
951,329,2024-11-24,2
952,36,2024-06-27,5
953,5,2024-09-16,2
954,226,2023-12-26,2
955,322,2023-06-05,4
956,316,2024-12-04,4
957,441,2023-08-11,1
958,460,2023-04-13,2
959,386,2023-05-07,5
960,374,2024-01-29,3
961,494,2024-03-15,3
962,406,2023-05-24,2
963,142,2024-10-22,1
964,128,2024-07-20,5
965,308,2024-09-14,3
966,399,2024-12-08,1
967,435,2024-11-05,3
968,106,2024-06-14,5
969,261,2023-07-13,4
970,152,2024-10-23,1
971,402,2023-09-03,4
972,198,2023-04-26,2
973,256,2024-10-15,5
974,37,2024-06-24,1
975,185,2023-11-21,2
976,199,2024-08-05,4
977,188,2024-07-13,2
978,391,2024-04-27,1
979,9,2024-08-24,1
980,8,2023-09-26,2
981,21,2023-03-03,4
982,260,2023-10-21,5
983,393,2024-03-01,4
984,360,2024-02-16,1
985,328,2024-07-03,5
986,316,2023-06-06,3
987,43,2023-11-14,1
988,262,2023-07-28,2
989,275,2023-12-01,4
990,301,2024-10-11,1
991,159,2024-12-16,4
992,374,2023-09-02,1
993,126,2023-03-30,4
994,60,2024-04-09,5
995,312,2023-02-26,3
996,342,2024-11-04,2
997,62,2023-01-13,2
998,360,2023-01-12,2
999,255,2023-12-22,5
1000,265,2023-09-23,2
1001,191,2023-05-10,3
1002,376,2023-05-01,1
1003,172,2024-03-15,3
1004,269,2023-03-07,3
1005,365,2024-08-13,1
1006,255,2024-04-11,5
1007,185,2023-02-26,4
1008,440,2024-08-03,2
1009,189,2023-06-11,3
1010,396,2023-04-16,5
1011,346,2023-04-29,2
1012,380,2024-06-05,1
1013,23,2023-01-13,2
1014,24,2024-04-28,3
1015,197,2023-06-03,2
1016,477,2023-02-06,5
1017,412,2024-11-02,4
1018,115,2023-11-26,2
1019,214,2023-11-24,3
1020,423,2023-03-21,5
1021,191,2023-05-03,5
1022,345,2023-02-23,2
1023,115,2024-06-12,1
1024,489,2024-02-15,1
1025,450,2024-04-21,3
1026,397,2023-11-15,3
1027,45,2024-07-20,4
1028,5,2024-01-13,2
1029,150,2024-07-31,3
1030,379,2024-09-29,2
1031,238,2024-01-13,5
1032,498,2024-05-20,2
1033,376,2024-07-13,2
1034,78,2023-01-07,4
1035,13,2023-08-27,5
1036,178,2024-10-13,1
1037,487,2023-12-10,1
1038,389,2024-11-04,4
1039,435,2023-11-11,1
1040,106,2024-06-26,2
1041,215,2024-05-18,1
1042,498,2023-05-26,3
1043,48,2023-02-14,2
1044,460,2024-06-16,4
1045,359,2024-01-17,4
1046,499,2023-03-28,5
1047,49,2024-06-01,2
1048,327,2024-02-08,1
1049,304,2024-08-04,1
1050,223,2024-11-09,2
1051,122,2023-10-26,3
1052,436,2023-11-19,4
1053,359,2023-12-01,3
1054,232,2023-10-06,2
1055,39,2023-07-27,2
1056,400,2024-08-21,1
1057,80,2023-04-19,2
1058,231,2024-04-22,3
1059,209,2023-05-04,5
1060,184,2023-08-01,4
1061,158,2024-04-19,3
1062,437,2023-05-03,1
1063,81,2024-12-03,3
1064,424,2024-12-22,5
1065,21,2023-08-09,3
1066,76,2023-04-04,2
1067,496,2023-12-31,4
1068,263,2023-02-20,3
